fips,r2
01001,0.4789360243440062
01003,0.18122349471515709
01005,0.5025604093144265
01007,0.25123402796936645
01009,0.12883707073995143
01011,0.33734765603030603
01013,0.38324550776436106
01015,0.22018625231262723
01017,0.25078694356928377
01019,0.1490728771883406
01021,0.27042017393367335
01023,0.23893005342676488
01025,0.5693254830123765
01027,0.3449941510486496
01029,0.26846955214129486
01031,0.5179269116615124
01033,0.010484567935556188
01035,0.2568392633528541
01037,0.3260022726069657
01039,0.32316036807718795
01041,0.38354409283081636
01043,0.25817366201979075
01045,0.5647794778364028
01047,0.5377317929172241
01049,0.10728959493842694
01051,0.4071799088327376
01053,0.27921063169878235
01055,0.1844460050564556
01057,0.12673179395583312
01059,0.15211420120946173
01061,0.6266748572190728
01063,0.33406306590613655
01065,0.3499522545490471
01067,0.5650993532002826
01069,0.6141004032058202
01071,0.0077665415211415345
01073,0.15664222787654358
01075,0.24431831912981816
01077,0.07779124014943739
01079,0.21011947475490234
01081,0.4785453319066322
01083,0.1916603567754931
01085,0.27766463842935607
01087,0.42142909684625984
01089,0.05798048984536097
01091,0.3413713160883537
01093,0.16622778961089923
01095,0.15421531566165236
01097,0.2877846015977247
01099,0.31707226776407693
01101,0.3183401873081656
01103,0.17533632304087454
01105,0.45025288069511804
01107,0.24979024744714262
01109,0.42940846735661475
01111,0.3155935420549606
01113,0.4491462416700769
01115,0.21315612983577925
01117,0.2090128326689742
01119,0.2401104040933716
01121,0.264054596607489
01123,0.3935275422080895
01125,0.2876954568842941
01127,0.21400604690881264
01129,0.39539287871042006
01131,0.5015804876428187
01133,0.1452171181605928
04001,0.5654147375378937
04003,0.32111654282052027
04005,0.4045769029129602
04009,0.5130259316744641
04011,0.504347499539723
04012,0.4783023384823901
04013,0.6171831083868164
04015,0.5161485827537585
04017,0.6580175989613616
04019,0.5245492531382702
04021,0.7092249396598647
04023,0.3191150463143396
04027,0.5596832385287298
05001,0.2931503693297013
05003,0.509461554032985
05005,0.18387465076177756
05007,0.25662608037785917
05009,0.028961193906779648
05011,0.40471864864124674
05013,0.4453781788605927
05015,0.03210816813073092
05017,0.352444768855416
05019,0.38991072710601904
05021,0.15057302672343353
05023,0.17256714056918931
05025,0.525642700646634
05027,0.4900125879243632
05029,0.13873448050214
05031,0.15321812916380328
05033,0.2637007100051847
05035,0.09755353503003994
05037,0.13210470464821245
05041,-0.03030298898317496
05043,0.4128034225193288
05045,0.22190865294567408
05047,0.24412733744243975
05049,0.054020616495496165
05051,0.25536733579226967
05053,0.2582850901722987
05055,0.1375043541791755
05057,0.5079721039504048
05059,0.26614794794556407
05061,0.4448001394572285
05063,0.1895860027338956
05065,0.2298196996179609
05067,0.20528255760727399
05069,0.42058501547895755
05071,0.29234195446447675
05073,0.4836368076107559
05075,0.20095604101474607
05077,0.275347966976873
05079,0.37145384941577275
05081,0.3719125673895465
05083,0.3338198086842339
05085,0.2395479663019725
05087,0.16226830550352955
05089,0.15125749218545848
05091,0.44408472681151434
05093,0.10021080053915188
05095,0.24909233078394422
05097,0.261873486336042
05099,0.39056331062341165
05101,0.11084197431018428
05103,0.42042037417986755
05105,0.2607038354299124
05107,0.24739235581233943
05109,0.4144102883416384
05111,0.10220854282622638
05113,0.18191006349901462
05115,0.2544571598946743
05117,0.26704392008040245
05119,0.19398249153307667
05121,0.20636220626194934
05123,0.21879472462520844
05125,0.17459742245389054
05127,0.3110911549042822
05129,0.07711296160904879
05131,0.32139155493638405
05133,0.19501391575919313
05135,0.15488873945256276
05137,0.16210462179186014
05139,0.4781158504472376
05141,0.1613988465726729
05143,0.2450781147149379
05145,0.2358874754396284
05147,0.22704549288826636
05149,0.27928451045014013
06001,0.4774183024670652
06003,0.26424414193352175
06007,0.060715870813601414
06011,0.30049348368586537
06013,0.47362425765996363
06017,0.15354630355576993
06019,0.5737483583557832
06021,0.24005941623866034
06023,-0.012767023060289873
06025,0.39305586774405554
06027,0.5767902785720178
06029,0.6313280707142256
06031,0.5902369952368136
06033,0.2054793638218272
06035,0.3067575083464491
06037,0.6605979065910599
06039,0.3720741883882448
06041,0.33388425821781575
06043,0.33157246964566345
06045,0.07252053427069527
06047,0.6154273112304942
06049,0.5240787571358732
06051,0.3929856630688695
06053,0.6570516099951089
06055,0.25954192956615396
06057,0.2102436423638938
06059,0.450939667161699
06061,0.19217451840759725
06063,0.2602710448307617
06065,0.44931727979458236
06067,0.27298392706141095
06069,0.6947268186395689
06071,0.707543070219171
06073,0.4243621482008364
06077,0.509126562714765
06079,0.6088088028587364
06081,0.3834321778916955
06083,0.4893749809842487
06085,0.45508586211240787
06087,0.4279380746333278
06089,0.09963379065670619
06091,0.012906982954520863
06093,0.1397647611595042
06095,0.3931239809090672
06097,0.1890431902575319
06099,0.5453538848125319
06101,0.28938175935450583
06103,0.18931724545023876
06105,0.025738087676890897
06107,0.5652928733403337
06109,0.21239881010842043
06111,0.5257438185654709
06113,0.37684460739567427
06115,0.14445156125767
08001,0.6673372419348315
08003,0.4701132116627279
08005,0.6961735185833533
08007,0.444610150454805
08009,0.620681233811522
08011,0.6770175350636776
08013,0.5609025450348082
08014,0.7201582962643814
08015,0.6585831672585784
08017,0.6495191112370835
08019,0.4762970408665309
08021,0.45200236739274113
08023,0.5550640704322599
08025,0.7077851616976125
08027,0.7657387483505816
08029,0.5022491931183906
08031,0.6717352036819737
08033,0.47634852599532407
08035,0.6226735800101908
08037,0.4311298070437065
08039,0.6872106223952014
08041,0.6296910375325222
08043,0.7741730383741359
08045,0.675765030194948
08047,0.6252526878429574
08049,0.3374529156214493
08051,0.4704458444223658
08053,0.3371129195802578
08055,0.7818560949084301
08057,0.40052351599947245
08059,0.6769250314749427
08061,0.6708330103127114
08063,0.6444154458909981
08065,0.25899922555349875
08067,0.41655088855160194
08069,0.5702085679616893
08071,0.7442537849334961
08073,0.7041525339954386
08075,0.6203314175440489
08077,0.6648637387637311
08081,0.7470801280688188
08083,0.4940583541044282
08085,0.4985687212851698
08087,0.5546128120983365
08089,0.7128509535494104
08091,0.4285439350190873
08093,0.696586292965339
08095,0.6649484467521204
08097,0.5118700681005872
08099,0.6692957963487737
08101,0.6737012765340236
08103,0.7484960595641031
08105,0.4488846544146252
08107,0.5381253423668618
08109,0.5958177400432685
08111,0.1585869855781843
08113,0.46024932648198347
08115,0.7300649816934361
08117,0.443204407993522
08119,0.7395506845042047
08121,0.6132652253191219
08123,0.6320188409739502
08125,0.6568658975347497
09003,0.017437209853362834
09005,-0.004195050129777611
09007,0.01808711709568711
09009,-0.029962850290274456
09013,0.054256840863435185
10001,0.18546437435197582
10003,0.15411344512541347
10005,0.45759533393170904
12001,0.37122392079438393
12003,0.369739348297654
12005,0.5718499783080255
12007,0.30622071870259315
12011,0.28139816950269914
12013,0.4995812205074831
12015,0.5936636054051971
12017,0.16694434817252324
12019,0.3894418080907417
12021,0.381238833600965
12023,0.3954630972023485
12027,0.4584868591010137
12029,0.4465216009379648
12031,0.42152768968836796
12033,0.1659331868776116
12035,0.4410359445347738
12039,0.4931080055428475
12041,0.3768035594616116
12043,0.4434586907148086
12047,0.4147563358437555
12049,0.2965475145097758
12051,0.5282698729201301
12053,0.08653733070693581
12055,0.5423985340445546
12057,0.1610978707758679
12059,0.6307912262192448
12061,0.3754265639996688
12063,0.6054982533682106
12065,0.36133045468900893
12067,0.3637071308259334
12069,0.2733460445057906
12071,0.4639386416928568
12073,0.3915594519671779
12075,0.32961648469296134
12077,0.4930349624300473
12079,0.42644367224486357
12081,0.21781034595475834
12083,0.29383057487233744
12085,0.35419368011217933
12086,0.2281867929046446
12089,0.41754937228840616
12091,0.4143838270797836
12093,0.3695953365576805
12095,0.33162864624059585
12097,0.38590816381802784
12099,0.2800272764563896
12101,0.028205108939217793
12103,0.14466782900973296
12105,0.26113308370187216
12107,0.3861531258329871
12109,0.43137424458767815
12113,0.2686873018745872
12115,0.28152867253474056
12117,0.3155193035426802
12119,0.2156592068353299
12121,0.42124067323345216
12123,0.3842339071191665
12125,0.3797432393580922
12127,0.4288113836774178
12129,0.4499964176529816
12131,0.5594104374890688
12133,0.6541678092960038
13001,0.3744431950685324
13003,0.3962959084584803
13005,0.37453455396435753
13007,0.5511202623894323
13009,0.414977357927224
13011,0.21181804324985554
13013,0.3201338601670699
13015,0.21775757739033774
13017,0.3875883481946918
13019,0.2956203259781919
13021,0.5255837199868151
13023,0.472059064413765
13025,0.3948769779637521
13027,0.27353435078688193
13029,0.38255481092931587
13031,0.42971320679599223
13033,0.3724532584291883
13035,0.2948472556250219
13037,0.4953597392506073
13039,0.460529746906023
13043,0.46738921781204845
13045,0.3447242450128305
13047,-0.013158540413116038
13049,0.38764195611646324
13051,0.38479090803369687
13053,0.48369722682275407
13055,0.062020347362483075
13057,0.28708029662079326
13059,0.42535948430057735
13061,0.5353266553572562
13063,0.27258122775424554
13067,0.22509496783717076
13069,0.3904109184632468
13071,0.38550836956264034
13073,0.18309062452796265
13075,0.26006198045922535
13077,0.3138360507868706
13079,0.5264275498084362
13081,0.5451694042871255
13083,-0.00647840571803826
13085,0.17701090929748575
13087,0.5396028712542429
13089,0.35127940298887483
13091,0.38579002637044835
13093,0.5686628072255245
13095,0.5606257015838848
13097,0.29064494881686687
13099,0.5560962491667889
13101,0.46287206938966596
13103,0.3763773454556587
13105,0.3501261991943725
13107,0.4575337841931534
13109,0.41061313082380335
13111,0.03585433870869004
13113,0.24692905541479537
13115,0.1953864080048885
13117,0.2176286144981575
13119,0.23282383267891016
13121,0.2825699770577964
13125,0.31510140842985135
13127,0.3858170116951154
13129,0.14890438597658884
13131,0.44065977883219554
13133,0.39927977613253385
13135,0.2200054317382324
13137,0.1800668378209207
13139,0.19770566556131286
13141,0.35235766327721096
13143,0.38169591340133735
13145,0.35738207907319597
13147,0.3576243135201552
13149,0.364787485363125
13151,0.29513598600321667
13153,0.5083834886852843
13155,0.3525826706126506
13157,0.317331644760222
13159,0.23973342139553355
13161,0.36302198390548535
13163,0.3731487158670236
13165,0.4214960897481633
13167,0.4164667295205149
13169,0.38652151064226836
13171,0.3767629844848909
13173,0.34184976182700677
13175,0.4211135812323986
13177,0.565796401582733
13179,0.45717874558767646
13181,0.2682805667868766
13183,0.39802829854221766
13185,0.3431919300035421
13187,0.07414838591118611
13189,0.26748642210737394
13193,0.583004462395255
13195,0.37148346541806243
13197,0.5078413261925068
13199,0.32207346868698794
13201,0.574736952913373
13205,0.536380919319678
13207,0.4508530514058192
13209,0.39005027904669487
13211,0.40577602306409144
13213,0.1307438220506355
13215,0.38764285038458735
13217,0.33281497148331485
13219,0.45851131041287374
13221,0.22689348367392892
13223,0.29022974385867484
13225,0.5636235963019325
13227,0.35380490084496574
13229,0.3423168055309981
13231,0.26002057436300474
13233,0.18269551753740698
13235,0.4558720141343833
13237,0.3491955976277541
13239,0.5918921695882211
13243,0.5676115898867244
13245,0.3164686063085035
13247,0.368898416685439
13249,0.5308399395419923
13251,0.4347636379461427
13253,0.589151922284453
13255,0.3191181358423617
13257,0.1948731402513626
13259,0.524411902742387
13261,0.5760044374415861
13263,0.4939143818882401
13265,0.30190876433168856
13267,0.4259248872095778
13269,0.5689684011914315
13271,0.32669335855519543
13273,0.5569373473085057
13275,0.3641385666434449
13277,0.3371959285854328
13279,0.4103990701307608
13281,0.115977188117934
13283,0.4122429199225782
13285,0.2841369374586411
13287,0.48756845870489984
13289,0.49134899609448957
13291,-0.014356673000848641
13293,0.2678838124451608
13295,0.03553000735991163
13297,0.412525921634176
13299,0.3867072815027093
13301,0.28705858055271904
13303,0.4082044441799294
13305,0.3731878700804493
13307,0.5616270716971936
13309,0.33716338162459436
13311,0.14427817828051392
13313,0.12127898471743992
13315,0.40756742770311005
13317,0.25110866156364564
13319,0.4460679282954192
13321,0.5242554822842506
16001,0.5893725084917897
16003,0.15962977696235447
16005,0.3743953789412213
16007,0.288576114966405
16009,0.01515438819461501
16011,0.4306144182745171
16013,0.1957692213906952
16015,0.2724101685061976
16017,0.12300664871904121
16019,0.24053974892226093
16021,-0.015851098676902264
16023,0.2505130333129215
16025,0.3796009057802028
16027,0.6114225113628912
16029,0.08655460942776128
16031,0.6336948682088333
16033,0.33820712500670813
16035,-0.00776811985292003
16037,0.46377232995574724
16039,0.5068031425812143
16041,0.32983894353501253
16043,0.3476825705672555
16045,0.5102476747868396
16047,0.4243758428503921
16049,0.14603347891659801
16051,0.38163349818100756
16053,0.45185330757476483
16055,0.08174333533049505
16057,-0.025660828804954905
16059,0.43173888611995637
16061,0.2498188996095264
16063,0.42254667302453
16065,0.36181454369327926
16067,0.4334237818704336
16069,0.0805171915322428
16071,0.4247888124897413
16073,0.3942287244244993
16075,0.6525200002067111
16077,0.48501748290903457
16081,-0.0301811058832
16083,0.4851750890663714
16085,0.22928971594904402
16087,0.43102572304941456
17001,0.4025436380114352
17003,0.1509645807865303
17005,0.40641257820427634
17007,0.3724546974030438
17009,0.345751369332836
17011,0.2703834053307569
17013,0.18797413306374589
17015,0.3039378433171963
17017,0.28220455855807125
17019,0.15060107447736115
17021,0.260055977735129
17023,0.21636245036683643
17025,0.32871567893413756
17027,0.4220337378379708
17029,0.20266848763702994
17031,0.13408728057383512
17033,0.24186603431092613
17035,0.2866056741862657
17037,0.11551485675835382
17039,0.2313640079486421
17041,0.1900173410817676
17043,0.08693559660572436
17045,0.12329491223876221
17047,0.2448749790211836
17049,0.3598874998704974
17051,0.3958481719863096
17053,0.21808098535939902
17055,0.28466437563705016
17057,0.23490099293477384
17059,0.1458288964364547
17061,0.24549911714924255
17063,0.2635232072784388
17065,0.22011680570360792
17067,0.37231633853094837
17069,0.0940841747062936
17071,0.21926986700204953
17073,0.17901608832762006
17075,0.34165921029871393
17077,0.23622840470497453
17079,0.25377024803434445
17081,0.3234996740480095
17083,0.22793241131080744
17085,0.1997346512527971
17087,0.21024534830203
17089,0.14560173596528547
17091,0.31465526546497347
17093,0.08843770745898372
17095,0.22626054811719643
17097,0.11982980298484114
17099,0.21639351728736056
17101,0.1996711873122754
17103,0.27151555919840986
17105,0.2216457611249184
17107,0.18220028117271347
17109,0.3367749647713454
17111,0.2737782349990592
17113,0.2175471591550161
17115,0.28701734296317605
17117,0.3658551228060748
17119,0.2904279802240939
17121,0.35378229106255665
17123,0.2108360323543027
17125,0.3629615185242582
17127,0.15007338233078205
17129,0.1269227311388842
17131,0.16998926820062754
17133,0.20832803023744573
17135,0.3729380056088032
17137,0.24216457204254116
17139,0.22112650482453566
17141,0.35352920627656004
17143,0.21538557343333964
17145,0.28228252311773805
17147,0.1897339164144486
17149,0.26331772041942547
17151,0.17835093114347522
17153,0.1068538266814868
17155,0.2894245364680216
17157,0.23044963408026353
17159,0.2763835967319277
17161,0.14288997200054632
17163,0.25179106500032467
17165,0.18008094644351735
17167,0.2577200886445924
17169,0.2713877501230193
17171,0.291432211504457
17173,0.2742544787292678
17175,0.16588216067620776
17177,0.3843994601473144
